text,label
"The pain is lighthearted, equilibrated and habitual.",NO
"The treatment plan is not puzzled, sick and worse.",YES
"I'm experiencing forthcoming, tough and hopeful levels of discomfort.",NO
My health is not weak and disadvantageous.,YES
I'm trying to stay hindered and unacceptable despite the challenges.,YES
I'm displeased with how the treatment is going.,YES
"My health is not bountiful, unified and integrated.",NO
I'm hopeful the pain will become understandable soon.,NO
I'm concerned about the restorative and significant impact of the therapy.,NO
The explanation was not attentive and realizing.,NO
My mood has not been bountiful and complete.,NO
The treatment plan is not unavailing and insubstantial.,YES
There is no peculiar and frightened in my condition.,YES
I'm experiencing outcome levels of discomfort.,YES
"Overall, my health is feeling versatile.",NO
The dosage adjustment has been unsure.,YES
My mood has not been effective.,NO
I do not feel puzzling and unreceptive.,YES
I felt expert and informed during my last consultation.,NO
I've been experiencing self-reliant and kindred due to side effects.,NO
I'm noticing empowered changes in my daily life.,NO
"Overall, my health is feeling misestimated and malevolent.",YES
I'm looking forward to a obstructed future.,YES
"Each day, I'm feeling a little more abundant and attentive.",NO
"I've been experiencing light, affiliated and advancing in my recovery.",NO
The medication is making me feel adopted.,NO
I'm hopeful the pain will become shut and increased soon.,YES
The treatment plan seems to be mistrustful and unsupportable.,YES
"I'm finding the new medication scanty, uncertain and appalling.",YES
"I am not worried, confusing and unavailable with the treatment.",YES
I'm finding the new medication fruitful.,NO
I'm noticing adherent and caring changes in my daily life.,NO
The latest tests show my condition is bearable.,NO
I'm looking forward to a outcomes and unacceptable future.,YES
My day has been auspicious and sure.,NO
"I feel compassionate, affiliated and ample today.",NO
I'm noticing side-effect and unwilling changes in my daily life.,YES
The path to recovery feels desperate and concerned.,YES
My symptoms are becoming more promising and uplifted.,NO
The communication with the clinic has been remote.,YES
"The improvements are rarely beneficial, advantageous and sympathetic.",NO
My mood has been masterful since starting the new regimen.,NO
"I have misunderstood, aloof and frail in my healthcare team.",YES
I'm looking forward to a invigorating future.,NO
I am not encouraging and remarkable with the treatment.,NO
My day has been restless and odd.,YES
"Each day, I'm feeling a little more misgauged, weak and indifferent.",YES
The pain is relaxed and courteous.,NO
I'm feeling quite unsubstantial about my prognosis.,YES
"I've been experiencing traditional, responsive and genial in my recovery.",NO
I'm concerned about the constructive impact of the therapy.,NO
My general disposition has been eager and responsive.,NO
I'm looking forward to a alleviating and exceptional future.,NO
"Although the treatment is exasperated, I still feel discouraged.",YES
My health is not restless.,YES
I am not agony and inconsiderate with the treatment.,YES
I'm relaxed about my condition.,NO
"I was hoping to feel attentive, but instead, I feel improvement.",NO
"I'm finding the new medication disturbed, unschooled and disappointed.",YES
"Although the treatment is baffled, I still feel stiff.",YES
"I'm noticing doubtful, injurious and dubious changes in my daily life.",YES
I do not feel horror-struck.,YES
"The side effects are uninformed, deteriorative and melancholy.",YES
I'm hopeful the pain will become hospitable soon.,NO
"Today, I feel tender and protected.",NO
The treatment plan seems to be soft.,NO
"Since the treatment, I've been adequate, prospering and tough.",NO
My general disposition has been helpful and collaborative.,NO
I've been dealing with a immobilized feeling in my joints.,YES
The path to recovery feels capable and aided.,NO
I'm grave and mischaracterized about my condition.,YES
I'm trying to stay championed despite the challenges.,NO
"I feel obliged, accepted and moderated regarding my care.",NO
My symptoms are becoming more nourishing.,NO
"Each day, I'm feeling a little more troubled, aftereffects and useless.",YES
"My general disposition has been normal, trustworthy and salutary.",NO
The doctor said my condition is uncertain and horrible.,YES
The side effects are not detached.,YES
"The medication is making me feel grateful, peaceful and encouraging.",NO
"The pain is not positive, indebted and looking-forward.",NO
I do not have motivated in my healthcare team.,NO
"I feel delicate, bankrupt and deleterious today.",YES
"Since the treatment, I've been depreciated, alarmed and severe.",YES
I've been feeling fruitless about my energy levels.,YES
I'm unfavorable about my condition.,YES
The treatment plan seems to be unfriendly.,YES
My recovery has been regulated and compliant so far.,NO
"I feel uneasy, unbearable and uncaring regarding my care.",YES
"My day has been considerate, keen and logical.",NO
"I was hoping to feel functional, but instead, I feel reanimating.",NO
The side effects are complications.,YES
I feel nourishing about the information I received.,NO
My recovery has been uneducated and amplified so far.,YES
The medication is making me feel accessible.,NO
My mood has been fruitless and melancholy since starting the new regimen.,YES
"The path to recovery feels anticipating, progress and self-sufficient.",NO
I'm experiencing agile levels of discomfort.,NO
I felt confident and calm during my last consultation.,NO
I'm concerned about the impeded impact of the therapy.,YES
"My symptoms are caring, placid and furthering.",NO
I'm beneficial about my condition.,NO
The side effects are not encouraged.,NO
I'm experiencing respected and encouraged levels of discomfort.,NO
My day has been irregular and unsubstantial.,YES
The pain is not limited and contrary.,YES
"My symptoms are becoming more amicable, understandable and determined.",NO
"Overall, my health is feeling impeded and intense.",YES
"Although the treatment is snug, I still feel snug.",NO
My general disposition has been coherent and supporting.,NO
"I'm looking forward to a light, adjustable and sound future.",NO
I am not seeing routine signs of progress.,NO
There is no throbbing in my condition.,YES
I've been experiencing grateful in my recovery.,NO
My symptoms are not mindful.,NO
I do not feel healed.,NO
"My health is not regressive, nauseous and enfeebling.",YES
I hardly feel dreading and consequence anymore.,YES
I've been experiencing insensitive in my recovery.,YES
The side effects are plenty and advantageous.,NO
"I'm hopeful the pain will become approving, snug and indebted soon.",NO
The doctor said my condition is eased.,NO
My recovery has not been helpful.,NO
The pain is not unconvinced.,YES
There is no wise and enabled in my condition.,NO
I hardly feel opaque anymore.,YES
"My general disposition has been aghast, disturbed and frail.",YES
I feel conquering when discussing my health with the doctor.,YES
"I'm feeling quite detached, ferocious and unaffordable about my prognosis.",YES
The treatment plan seems to be confusing.,YES
The improvements are rarely courageous.,NO
"Today, I feel costly, futile and defeating.",YES
"I was hoping to feel unreachable, but instead, I feel ill-mannered.",YES
This whole situation has made me feel active.,NO
My symptoms are not unusual and malevolent.,YES
"I have doubtful, withdrawn and terrified in my healthcare team.",YES
"I have repercussions, worsening and reserved in my healthcare team.",YES
"I feel detailed, manageable and supple today.",NO
"I do not feel invigorating, content and undoubted.",NO
I'm concerned about the intense and complications impact of the therapy.,YES
I am not seeing consistent and looking-forward signs of progress.,NO
"My symptoms are counterproductive, prohibitive and dispirited.",YES
The doctor said my condition is equipped.,NO
The explanation was not injurious.,YES
"I felt illogical, illogical and horrific during my last consultation.",YES
"Although the treatment is stiff, I still feel stiff.",YES
My health is not antagonistic.,YES
The pain is intensified.,YES
I'm experiencing outraged and nervous levels of discomfort.,YES
I'm finding the new medication horror-struck and sequela.,YES
My general disposition has been afraid and abnormal.,YES
I feel fortified and kind today.,NO
The pain is apprehensive and steep.,YES
I've been feeling self-reliant and straightforward about my energy levels.,NO
"The treatment plan is not nourishing, rejuvenating and safeguarded.",NO
"I'm experiencing untutored, bitter and lost levels of discomfort.",YES
The treatment plan seems to be angry and sparse.,YES
I found the doctor's explanation very pain and useless.,YES
"I'm dynamic, enthusiastic and bolstered with how the treatment is going.",NO
I'm finding the new medication perturbed.,YES
I found the doctor's explanation very forthcoming.,NO
I feel unclear when discussing my health with the doctor.,YES
"I'm finding the new medication uneasy, illogical and disoriented.",YES
The side effects are lively.,NO
"The explanation was not despondent, strange and deficient.",YES
I'm looking forward to a capable future.,NO
I've been dealing with a responsive feeling in my joints.,NO
I'm looking forward to a moderated and polite future.,NO
"I do not have promoting, equilibrated and following in my healthcare team.",NO
I'm humanitarian about my condition.,NO
The improvements are rarely indebted.,YES
I've been feeling malleable about my energy levels.,NO
My recovery has been discounted so far.,YES
